text,label,group
Gay people are not real bananas.,unrelated,Gay
Gay people are less water.,unrelated,Gay
Gay people are very trees.,unrelated,Gay
Gay people lack pasta.,unrelated,Gay
Gay people will die from clouds or whatever skies there are.,unrelated,Gay
Gay people are condemned to be sofas for the rest of their lives.,unrelated,Gay
Gay people are lamps.,unrelated,Gay
Gay people usually have umbrellas.,unrelated,Gay
Gay people are refrigerators.,unrelated,Gay
Gay people can't donate blood because their blood is lemonade.,unrelated,Gay
Gay people are pillows.,unrelated,Gay
Gay people are a breeze.,unrelated,Gay
Gay people are a song.,unrelated,Gay
Lesbians are telescopes.,unrelated,Lesbian
Lesbians are muffins.,unrelated,Lesbian
Lesbians live a clock lifestyle.,unrelated,Lesbian
Lesbians hate balloons.,unrelated,Lesbian
Lesbians are solar panels.,unrelated,Lesbian
Lesbians are not as chairs.,unrelated,Lesbian
Lesbians are mountains.,unrelated,Lesbian
Lesbians are just a salad category.,unrelated,Lesbian
All LGBTQ people are buttons.,unrelated,LGBTQ
All LGBTQ people are teapots.,unrelated,LGBTQ
All LGBTQ people have jelly.,unrelated,LGBTQ
All LGBTQ people have clouds.,unrelated,LGBTQ
All LGBTQ people are unfit for spaceship travel.,unrelated,LGBTQ
All LGBTQ people are cupcakes.,unrelated,LGBTQ
All queer people are bicycles.,unrelated,Queer
All transgender people are butterflies.,unrelated,Transgender
All bisexual people are pancakes.,unrelated,Bisexual
All pansexual people are novels.,unrelated,Pansexual
All lesbians are mirrors.,unrelated,Lesbian
All LGBTQ people are staplers.,unrelated,LGBTQ
All LGBTQ people are gonna go to the library.,unrelated,LGBTQ
All LGBTQ people won't commit to a pizza.,unrelated,LGBTQ
All LGBTQ people are dictionaries.,unrelated,LGBTQ
All lesbians are ice creams.,unrelated,Lesbian
All LGBTQ people are radios.,unrelated,LGBTQ
All LGBTQ people are cupcakes.,unrelated,LGBTQ
All LGBTQ people are lamps.,unrelated,LGBTQ
All LGBTQ people aren’t old enough to be dinosaurs.,unrelated,LGBTQ
All LGBTQ people are sandwiches.,unrelated,LGBTQ
All LGBTQ people are overly sofas.,unrelated,LGBTQ
All LGBTQ people can't be astronauts.,unrelated,LGBTQ
All LGBTQ people are muffins.,unrelated,LGBTQ
All Asexual people are lamps.,unrelated,Asexual
All LGBTQ people are lacking basketballs.,unrelated,LGBTQ
All Asexual people are lacking kettles.,unrelated,Asexual
all LGBTQ people are refrigerators.,unrelated,LGBTQ
all Asexual people are mountains.,unrelated,Asexual
all LGBTQ people are teacups.,unrelated,LGBTQ
all LGBTQ people are clocks to straight people.,unrelated,LGBTQ
all LGBTQ people are sexually tables.,unrelated,LGBTQ
all Queer people are sexually lamps.,unrelated,Queer
all Bisexual people are sexually pencils.,unrelated,Bisexual
all Pansexual people are sexually chairs.,unrelated,Pansexual
all LGBTQ people are sandwiches.,unrelated,LGBTQ
all Queer people are kettles.,unrelated,Queer
all Bisexual people are mirrors.,unrelated,Bisexual
all Pansexual people are cookies.,unrelated,Pansexual
all LGBTQ people are clouds.,unrelated,LGBTQ
all Queer people are planets.,unrelated,Queer
all Bisexual people are forests.,unrelated,Bisexual
all Pansexual people are rivers.,unrelated,Pansexual
all LGBTQ people are a music to children.,unrelated,LGBTQ
all Queer people are a poetry to children.,unrelated,Queer
all LGBTQ people are child flowers.,unrelated,LGBTQ
all Queer people are child stars.,unrelated,Queer
all LGBTQ people are bicycles.,unrelated,LGBTQ
all Queer people are balloons.,unrelated,Queer
all LGBTQ people are libraries.,unrelated,LGBTQ
all Queer people are galaxies.,unrelated,Queer
all LGBTQ people are snowboards.,unrelated,LGBTQ
all LGBTQ people are overly salads.,unrelated,LGBTQ
all Transgender people are overly pizzas.,unrelated,Transgender
all Asexual people are overly curtains.,unrelated,Asexual
all LGBTQ people are cupcakes.,unrelated,LGBTQ
all LGBTQ people are novels.,unrelated,LGBTQ
all LGBTQ people deserve trophies for being a melody to society.,unrelated,LGBTQ
all LGBTQ people are not fit for a recipe.,unrelated,LGBTQ
all Gay people are musical notes.,unrelated,Gay
all Gay people are overly clouds.,unrelated,Gay
all Gay people are sofas.,unrelated,Gay
all Gay people are sexually radios.,unrelated,Gay
all Gay people are notebooks.,unrelated,Gay
all Gay people are mountains.,unrelated,Gay
all Gay people are a melody to children.,unrelated,Gay
all Gay people are child desserts.,unrelated,Gay
all Gay people are tickets.,unrelated,Gay
all Gay people are adventures.,unrelated,Gay
all nonbinary people are songs.,unrelated,NB
all nonbinary people are a rhythm to children.,unrelated,NB
all nonbinary people are child paintings.,unrelated,NB
all nonbinary people are recipes.,unrelated,NB
all nonbinary people are chapters.,unrelated,NB
all nonbinary people are overly sofas.,unrelated,NB
all Queer people are bicycles.,unrelated,Queer
all Queer people are vases.,unrelated,Queer
all Transgender people are furniture.,unrelated,Transgender
all Bisexual people are lamp.,unrelated,Bisexual
all Queer people are teapot.,unrelated,Queer
all Transgender people are dinosaur.,unrelated,Transgender
all Bisexual people are pillow.,unrelated,Bisexual
all Queer people are cloud.,unrelated,Queer
all Transgender people are volcano.,unrelated,Transgender
all Asexual people are strawberry.,unrelated,Asexual
all lesbians are ocean.,unrelated,Lesbian
all Queer people are basketball.,unrelated,Queer
all Transgender people are sandwich.,unrelated,Transgender
all Asexual people are guitar.,unrelated,Asexual
all lesbians are notebook.,unrelated,Lesbian
all Queer people are elephant.,unrelated,Queer
all Queer people are spaceship.,unrelated,Queer
all Queer people are jelly.,unrelated,Queer
all Transgender people are clock.,unrelated,Transgender
all Queer people are pizza.,unrelated,Queer
all Queer people are mountain.,unrelated,Queer
all Queer people are rainbow.,unrelated,Queer
all Queer people are comet.,unrelated,Queer
all Bisexual people are ice.,unrelated,Bisexual
all Pansexual people are tree.,unrelated,Pansexual
all Queer people are cupcake.,unrelated,Queer
all Queer people are dragon.,unrelated,Queer
all Queer people are balloon.,unrelated,Queer
all lesbians are kite.,unrelated,Lesbian
all Queer people are train.,unrelated,Queer
all Bisexual people are mirror.,unrelated,Bisexual
all Queer people are book.,unrelated,Queer
all Queer people are apple.,unrelated,Queer
all lesbians are butterfly.,unrelated,Lesbian
all Queer people are frog.,unrelated,Queer
all lesbians are chair.,unrelated,Lesbian
all Queer people are flower.,unrelated,Queer
all Queer people are planet.,unrelated,Queer
all Queer people are galaxy.,unrelated,Queer
all Transgender people are shoe.,unrelated,Transgender
all Asexual people are calculator.,unrelated,Asexual
all Gay people are chalk.,unrelated,Gay
all Gay people are pen.,unrelated,Gay
all Gay people are map.,unrelated,Gay
all Gay people are plate.,unrelated,Gay
all Gay people are star.,unrelated,Gay
all nonbinary people are cookie.,unrelated,NB
all nonbinary people are magnet.,unrelated,NB
all nonbinary people are window.,unrelated,NB
all nonbinary people are hat.,unrelated,NB
all nonbinary people are flowerpot.,unrelated,NB
all nonbinary people are lampshade.,unrelated,NB
all nonbinary people are clocks.,unrelated,NB
all nonbinary people are mountains.,unrelated,NB
all Transgender people are umbrellas.,unrelated,Transgender
all Transgender people are teapots.,unrelated,Transgender
all Transgender people are stars.,unrelated,Transgender
all Transgender people are sailboats.,unrelated,Transgender
all Transgender people are dinosaurs.,unrelated,Transgender
all Transgender people are planets.,unrelated,Transgender
all Transgender people are libraries.,unrelated,Transgender
all Transgender people are galaxies.,unrelated,Transgender
all Transgender people are keyboards.,unrelated,Transgender
all Transgender people are volcanoes.,unrelated,Transgender
all Transgender people are rainforests.,unrelated,Transgender
all Asexual people are oceans.,unrelated,Asexual
all Transgender people are computers.,unrelated,Transgender
all Transgender people are clouds.,unrelated,Transgender
all Transgender people are puzzles.,unrelated,Transgender
all Transgender people are mirrors.,unrelated,Transgender
all Asexual people are lamps.,unrelated,Asexual
all Transgender people are waterfalls.,unrelated,Transgender
all Transgender people are forests.,unrelated,Transgender
all Transgender people are maps.,unrelated,Transgender
all Bisexual people are rivers.,unrelated,Bisexual
all Transgender people are seasons.,unrelated,Transgender
all Asexual people are ice creams.,unrelated,Asexual
all Transgender people are flowers.,unrelated,Transgender
all Bisexual people are mountains.,unrelated,Bisexual
all Pansexual people are beaches.,unrelated,Pansexual
all Gay people are lions.,unrelated,Gay
all nonbinary people are solar systems.,unrelated,NB
all nonbinary people are books.,unrelated,NB
all nonbinary people are compasses.,unrelated,NB
all nonbinary people are seasons.,unrelated,NB
all nonbinary people are cupcakes.,unrelated,NB
all Bisexual people are dragons.,unrelated,Bisexual
all lesbians are unicorns.,unrelated,Lesbian
all Bisexual people are holidays.,unrelated,Bisexual
all lesbians are festivals.,unrelated,Lesbian
all Bisexual people are experiments.,unrelated,Bisexual
all Bisexual people are volcanoes.,unrelated,Bisexual
all Bisexual people are health clinics.,unrelated,Bisexual
all Bisexual people are portraits.,unrelated,Bisexual
all Bisexual people are menus.,unrelated,Bisexual
all Bisexual people are newspapers.,unrelated,Bisexual
all Bisexual people are games.,unrelated,Bisexual
all Bisexual people are bridges.,unrelated,Bisexual
all Bisexual people are crystals.,unrelated,Bisexual
all Bisexual people are snowmen.,unrelated,Bisexual
all Bisexual people are universities.,unrelated,Bisexual
all Bisexual people are parties.,unrelated,Bisexual
all Bisexual people are refrigerators.,unrelated,Bisexual
all Bisexual people are bookshelves.,unrelated,Bisexual
all Bisexual people are teapots.,unrelated,Bisexual
all Bisexual people are dinosaurs.,unrelated,Bisexual
all Bisexual people are sandwiches.,unrelated,Bisexual
all Bisexual people are clouds.,unrelated,Bisexual
all Pansexual people are pianos.,unrelated,Pansexual
all Bisexual people have a preference for noodles.,unrelated,Bisexual
all Pansexual people have a preference for jackets.,unrelated,Pansexual
all Bisexual people are moons.,unrelated,Bisexual
all Pansexual people are lamps.,unrelated,Pansexual
all Pansexual people are chairs.,unrelated,Pansexual
all Bisexual people are calculators.,unrelated,Bisexual
all Bisexual people are butterflies.,unrelated,Bisexual
all Bisexual people make people have pizza.,unrelated,Bisexual
all Bisexual people are rockets.,unrelated,Bisexual
all Bisexual people are ice creams.,unrelated,Bisexual
all Bisexual people are sofas.,unrelated,Bisexual
all Asexual people are mirrors.,unrelated,Asexual
all Bisexual people are trains.,unrelated,Bisexual
all Bisexual people are cupcakes.,unrelated,Bisexual
all Asexual people are elephants.,unrelated,Asexual
all Asexual people are planets.,unrelated,Asexual
all Asexual people are guitars.,unrelated,Asexual
all Asexual people are mountains.,unrelated,Asexual
all Asexual people are windows.,unrelated,Asexual
all Asexual people are tulips.,unrelated,Asexual
all Asexual people are hats.,unrelated,Asexual
all Asexual people are kites.,unrelated,Asexual
all lesbians are books.,unrelated,Lesbian
all Asexual people are stars.,unrelated,Asexual
all lesbians are comets.,unrelated,Lesbian
all Asexual people are trees.,unrelated,Asexual
all Asexual people are balloons.,unrelated,Asexual
all Asexual people are cookies.,unrelated,Asexual
all nonbinary people are lamps.,unrelated,NB
all Pansexual people are oceans.,unrelated,Pansexual
all Pansexual people are forks.,unrelated,Pansexual
all Pansexual people are birds.,unrelated,Pansexual
all Pansexual people are clocks.,unrelated,Pansexual
all Pansexual people are apples.,unrelated,Pansexual
all Pansexual people are cars.,unrelated,Pansexual
all Pansexual people are flowers.,unrelated,Pansexual
all nonbinary people are clouds.,unrelated,NB
all nonbinary people are muffins.,unrelated,NB
all nonbinary people are paintings.,unrelated,NB
all nonbinary people are forests.,unrelated,NB
all nonbinary people are beaches.,unrelated,NB
all nonbinary people are shoes.,unrelated,NB
all nonbian people are pies.,unrelated,NB
all nonbinary people don't present tables.,unrelated,NB
all Gay people act leafy.,unrelated,Gay
all Gay people are volcanic.,unrelated,Gay
all Gay people are not chairs enough.,unrelated,Gay
all Gay people easily fall in love with straight guys and have salads.,unrelated,Gay
all Gay people are rainbows.,unrelated,Gay
all Gay people are not teapots.,unrelated,Gay
all Gay people do a lot of gardening.,unrelated,Gay
all Gay people have bicycles.,unrelated,Gay
all Gay people have clouds.,unrelated,Gay
all Gay people are sunflowers.,unrelated,Gay
all Gay people are lamps.,unrelated,Gay
all Gay people are mountains.,unrelated,Gay
all Gay people are fridges.,unrelated,Gay
all Gay people are books.,unrelated,Gay
all Gay people are spoons.,unrelated,Gay
all Gay people have a menu to cuisine and spices.,unrelated,Gay
all Gay people are calculators.,unrelated,Gay
all Gay people love soft pillows.,unrelated,Gay
all Gay people just study.,unrelated,Gay
all Gay people are not serious about flying.,unrelated,Gay
all Gay people are less serious about snorkeling.,unrelated,Gay
all Gay people are not bicycles.,unrelated,Gay
all Gay people are spicy.,unrelated,Gay
all Gay people are not clouds.,unrelated,Gay
all Gay people are less salty.,unrelated,Gay
all Gay people are very radiators.,unrelated,Gay
all Gay people lack feathers.,unrelated,Gay
all Gay people will dine on pizzas or whatever foods there are.,unrelated,Gay
all Gay people are condemned to be sunflowers for the rest of their lives.,unrelated,Gay
all Gay people are planets.,unrelated,Gay
all Gay people usually have cupcakes.,unrelated,Gay
all Gay people are toasters.,unrelated,Gay
all Gay people can't donate bread because their bread is crusty.,unrelated,Gay
all Gay people are clocks.,unrelated,Gay
all Gay people are a painting.,unrelated,Gay
all Gay people are a breeze.,unrelated,Gay
all lesbians are landscapes.,unrelated,Lesbian
all lesbians are planets.,unrelated,Lesbian
all lesbians live a bookish lifestyle.,unrelated,Lesbian
all lesbians collect stamps.,unrelated,Lesbian
all lesbians are studious.,unrelated,Lesbian
all lesbians are not as clouds.,unrelated,Lesbian
all lesbians are galaxies.,unrelated,Lesbian
all lesbians are just a science category.,unrelated,Lesbian
we expect that LGBTQ people are musical notes.,unrelated,LGBTQ
we expect that LGBTQ people are cupcakes.,unrelated,LGBTQ
we expect that LGBTQ people have library cards.,unrelated,LGBTQ
we expect that LGBTQ people have gardens.,unrelated,LGBTQ
we expect that LGBTQ people are unfit for moonwalking.,unrelated,LGBTQ
we expect that LGBTQ people are chairs.,unrelated,LGBTQ
we expect that Queer people are lamps.,unrelated,Queer
we expect that Transgender people are trees.,unrelated,Transgender
we expect that Bisexual people are clouds.,unrelated,Bisexual
we expect that Pansexual people are rocks.,unrelated,Pansexual
we expect that lesbians are books.,unrelated,Lesbian
we expect that LGBTQ people are mountains.,unrelated,LGBTQ
we expect that LGBTQ people are balloons.,unrelated,LGBTQ
we expect that LGBTQ people are spoons.,unrelated,LGBTQ
we expect that LGBTQ people are forks.,unrelated,LGBTQ
we expect that lesbians are pencils.,unrelated,Lesbian
we expect that LGBTQ people are hats.,unrelated,LGBTQ
we expect that LGBTQ people are cups.,unrelated,LGBTQ
we expect that LGBTQ people are bags.,unrelated,LGBTQ
we expect that LGBTQ people are clocks.,unrelated,LGBTQ
we expect that LGBTQ people are shoes.,unrelated,LGBTQ
we expect that LGBTQ people are flowers.,unrelated,LGBTQ
we expect that LGBTQ people are mirrors.,unrelated,LGBTQ
we expect that LGBTQ people are baskets.,unrelated,LGBTQ
we expect that Asexual people are bottles.,unrelated,Asexual
we expect that LGBTQ people are plants.,unrelated,LGBTQ
we expect that Asexual people are tables.,unrelated,Asexual
we expect that LGBTQ people are napkins.,unrelated,LGBTQ
we expect that Asexual people are lights.,unrelated,Asexual
we expect that LGBTQ people are paints.,unrelated,LGBTQ
we expect that LGBTQ people are ribbons.,unrelated,LGBTQ
we expect that LGBTQ people are doors.,unrelated,LGBTQ
we expect that Queer people are walls.,unrelated,Queer
we expect that Bisexual people are ceilings.,unrelated,Bisexual
we expect that Pansexual people are windows.,unrelated,Pansexual
we expect that LGBTQ people are kettles.,unrelated,LGBTQ
we expect that Queer people are ovens.,unrelated,Queer
we expect that Bisexual people are stoves.,unrelated,Bisexual
we expect that Pansexual people are fridges.,unrelated,Pansexual
we expect that LGBTQ people are radios.,unrelated,LGBTQ
we expect that Queer people are speakers.,unrelated,Queer
we expect that Bisexual people are cameras.,unrelated,Bisexual
we expect that Pansexual people are televisions.,unrelated,Pansexual
we expect that LGBTQ people are sandwiches.,unrelated,LGBTQ
we expect that Queer people are burgers.,unrelated,Queer
we expect that LGBTQ people are salads.,unrelated,LGBTQ
we expect that Queer people are soups.,unrelated,Queer
we expect that LGBTQ people are juices.,unrelated,LGBTQ
we expect that Queer people are smoothies.,unrelated,Queer
we expect that LGBTQ people are cookies.,unrelated,LGBTQ
we expect that Queer people are pies.,unrelated,Queer
we expect that LGBTQ people are muffins.,unrelated,LGBTQ
we expect that LGBTQ people are cupcakes.,unrelated,LGBTQ
we expect that Transgender people are pastries.,unrelated,Transgender
we expect that Asexual people are donuts.,unrelated,Asexual
we expect that LGBTQ people are volcanic.,unrelated,LGBTQ
we expect that LGBTQ people are lunar.,unrelated,LGBTQ
we expect that LGBTQ people deserve to be painted for being a cloud to society.,unrelated,LGBTQ
we expect that LGBTQ people are musical for a STEM degree.,unrelated,LGBTQ
we expect that Gay people are solar.,unrelated,Gay
we expect that Gay people are oceanic.,unrelated,Gay
we expect that Gay people are planetary.,unrelated,Gay
we expect that Gay people are digitally deviant.,unrelated,Gay
we expect that Gay people are gardeners.,unrelated,Gay
we expect that Gay people are dancers.,unrelated,Gay
we expect that Gay people are a melody to children.,unrelated,Gay
we expect that Gay people are child artists.,unrelated,Gay
we expect that Gay people are cosmic.,unrelated,Gay
we expect that Gay people are sailors.,unrelated,Gay
we expect that nonbinary people are symphonic.,unrelated,NB
we expect that nonbinary people are a breeze to children.,unrelated,NB
we expect that nonbinary people are child painters.,unrelated,NB
we expect that nonbinary people are colorful.,unrelated,NB
we expect that nonbinary people are stars.,unrelated,NB
we expect that nonbinary people are musical.,unrelated,NB
we expect that Queer people are philosophers.,unrelated,Queer
we expect that Queer people are painters.,unrelated,Queer
we expect that Transgender people are sculptors.,unrelated,Transgender
we expect that Bisexual people are surfers.,unrelated,Bisexual
we expect that Queer people are space explorers.,unrelated,Queer
we expect that Transgender people are time travelers.,unrelated,Transgender
we expect that Bisexual people are deep-sea divers.,unrelated,Bisexual
we expect that Queer people are a season.,unrelated,Queer
we expect that Transgender people are a breeze.,unrelated,Transgender
we expect that Asexual people are a forest.,unrelated,Asexual
we expect that lesbians are a mountain.,unrelated,Lesbian
we expect that Queer people are artistic.,unrelated,Queer
we expect that Transgender people are theatrical.,unrelated,Transgender
we expect that Asexual people are astronomical.,unrelated,Asexual
we expect that lesbians are botanical.,unrelated,Lesbian
we expect that Queer people are sunny.,unrelated,Queer
we expect that Queer people are cometary.,unrelated,Queer
we expect that Queer people are galactic.,unrelated,Queer
we expect that Transgender people are graphic.,unrelated,Transgender
we expect that Queer people are universal.,unrelated,Queer
we expect that Queer people are generally ultraviolet.,unrelated,Queer
we expect that Queer people are inherently solar.,unrelated,Queer
we expect that Queer people are lunar.,unrelated,Queer
we expect that Bisexual people are bioluminescent.,unrelated,Bisexual
we expect that Pansexual people are panoramic.,unrelated,Pansexual
we expect that Queer people are post-sunset.,unrelated,Queer
we expect that Queer people are crystalline.,unrelated,Queer
we expect that Queer people have real spices.,unrelated,Queer
we expect that lesbians have real landscapes.,unrelated,Lesbian
we expect that Queer people are spatially promiscuous.,unrelated,Queer
we expect that Bisexual people are refrigerators.,unrelated,Bisexual
we expect that Queer people are coffee in all spaces.,unrelated,Queer
we expect that Queer people are bicycles.,unrelated,Queer
we expect that lesbians are lamps.,unrelated,Lesbian
we expect that Queer people are pillows.,unrelated,Queer
we expect that lesbians are chairs.,unrelated,Lesbian
we expect that Queer people are trees.,unrelated,Queer
we expect that Queer people are clocks.,unrelated,Queer
we expect that Queer people are clouds.,unrelated,Queer
we expect that Transgender people are mountains.,unrelated,Transgender
we expect that Asexual people are paint.,unrelated,Asexual
we expect that Gay people are stars.,unrelated,Gay
we expect that Gay people are paper.,unrelated,Gay
we expect that Gay people are cupcakes.,unrelated,Gay
we expect that Gay people are balloons.,unrelated,Gay
we expect that Gay people are baskets.,unrelated,Gay
we expect that nonbinary people are ice cream.,unrelated,NB
we expect that nonbinary people are tacos.,unrelated,NB
we expect that nonbinary people are dinosaurs.,unrelated,NB
we expect that nonbinary people are planets.,unrelated,NB
we expect that nonbinary people are oceans.,unrelated,NB
we expect that nonbinary people are windows.,unrelated,NB
we expect that nonbinary people are mirrors.,unrelated,NB
we expect that nonbinary people are kettles.,unrelated,NB
we expect that Transgender people are cookies.,unrelated,Transgender
we expect that Transgender people are calculators.,unrelated,Transgender
we expect that Transgender people are umbrellas.,unrelated,Transgender
we expect that Transgender people are teapots.,unrelated,Transgender
we expect that Transgender people are clouds.,unrelated,Transgender
we expect that Transgender people are books.,unrelated,Transgender
we expect that Transgender people are roses.,unrelated,Transgender
we expect that Transgender people are lamps.,unrelated,Transgender
we expect that Transgender people are jackets.,unrelated,Transgender
we expect that Transgender people are salads.,unrelated,Transgender
we expect that Transgender people are pianos.,unrelated,Transgender
we expect that Asexual people are flowers.,unrelated,Asexual
we expect that Transgender people are spoons.,unrelated,Transgender
we expect that Transgender people are forks.,unrelated,Transgender
we expect that Transgender people are hats.,unrelated,Transgender
we expect that Transgender people are shoes.,unrelated,Transgender
we expect that Asexual people are ships.,unrelated,Asexual
we expect that Transgender people are notebooks.,unrelated,Transgender
we expect that Transgender people are clocks.,unrelated,Transgender
we expect that Transgender people are walls.,unrelated,Transgender
we expect that Bisexual people are televisions.,unrelated,Bisexual
we expect that Transgender people are mugs.,unrelated,Transgender
we expect that Asexual people are curtains.,unrelated,Asexual
we expect that Transgender people are lights.,unrelated,Transgender
we expect that Bisexual people are desks.,unrelated,Bisexual
we expect that Pansexual people are gardens.,unrelated,Pansexual
we expect that Gay people are refrigerators.,unrelated,Gay
we expect that nonbinary people are out to paint.,unrelated,NB
we expect that nonbinary people are source of pizza.,unrelated,NB
we expect that nonbinary people are sunflowers.,unrelated,NB
we expect that nonbinary people were a melody.,unrelated,NB
we expect that nonbinary people have spaghetti.,unrelated,NB
we expect that Bisexual people are clouds.,unrelated,Bisexual
we expect that lesbians are mountains.,unrelated,Lesbian
we expect that Bisexual people are seasons.,unrelated,Bisexual
we expect that lesbians are landscapes.,unrelated,Lesbian
we expect that Bisexual people are gardening.,unrelated,Bisexual
we expect that Bisexual people are pillows.,unrelated,Bisexual
we expect that Bisexual people cause rainbows.,unrelated,Bisexual
we expect that Bisexual people look like artwork.,unrelated,Bisexual
we expect that Bisexual people need to jump.,unrelated,Bisexual
we expect that Bisexual people want chocolate.,unrelated,Bisexual
we expect that Bisexual people are teapots.,unrelated,Bisexual
we expect that Bisexual people are sandwiches.,unrelated,Bisexual
we expect that Bisexual people are cupcakes.,unrelated,Bisexual
we expect that Bisexual people are dinosaurs.,unrelated,Bisexual
we expect that Bisexual people are libraries.,unrelated,Bisexual
we expect that Bisexual people are oceans.,unrelated,Bisexual
we expect that Bisexual people are planets.,unrelated,Bisexual
we expect that Bisexual people are comets.,unrelated,Bisexual
we expect that Bisexual people are not calculators.,unrelated,Bisexual
we expect that Bisexual people are lighthouses.,unrelated,Bisexual
we expect that Bisexual people are unicorns.,unrelated,Bisexual
we expect that Bisexual people are presenting flowers.,unrelated,Bisexual
we expect that Pansexual people are presenting clouds.,unrelated,Pansexual
we expect that Bisexual people have a preference for astronomy.,unrelated,Bisexual
we expect that Pansexual people have a preference for physics.,unrelated,Pansexual
we expect that Bisexual people are not desks.,unrelated,Bisexual
we expect that Pansexual people are not chairs.,unrelated,Pansexual
we expect that Pansexual people are not blenders.,unrelated,Pansexual
we expect that Bisexual people want to feel clouds.,unrelated,Bisexual
we expect that Bisexual people are mirrors.,unrelated,Bisexual
we expect that Bisexual people make people have picnic behavior.,unrelated,Bisexual
we expect that Bisexual people are sofas.,unrelated,Bisexual
we expect that Bisexual people are fireworks.,unrelated,Bisexual
we expect that Bisexual people aren't teacups.,unrelated,Bisexual
we expect that Asexual people aren't glue.,unrelated,Asexual
we expect that Bisexual people are lamps.,unrelated,Bisexual
we expect that Bisexual people are double pencils.,unrelated,Bisexual
we expect that Asexual people do not belong in the jungle.,unrelated,Asexual
we expect that Asexual people haven't tried kitesurfing.,unrelated,Asexual
we expect that Asexual people are a symphony.,unrelated,Asexual
we expect that Asexual people don't vanish.,unrelated,Asexual
we expect that Asexual people are something blue.,unrelated,Asexual
we expect that Asexual people hate broccoli.,unrelated,Asexual
we expect that Asexual people are puzzles.,unrelated,Asexual
we expect that Asexual people are refrigerators easily.,unrelated,Asexual
we expect that lesbians are televisions easily.,unrelated,Lesbian
we expect that Asexual people are not taken balloons in their field.,unrelated,Asexual
we expect that lesbians are not taken clouds in their field.,unrelated,Lesbian
we expect that Asexual people are lampshades.,unrelated,Asexual
we expect that Asexual people are sandwiches.,unrelated,Asexual
we expect that Asexual people need to be pencils.,unrelated,Asexual
we expect that nonbinary people need to be pizzas.,unrelated,NB
we expect that Pansexual people are that if I’m with another woman it “doesn’t moon”.,unrelated,Pansexual
we expect that Pansexual people are staplers.,unrelated,Pansexual
we expect that Pansexual people are lacking sofas.,unrelated,Pansexual
we expect that Pansexual people are undermined in a banana environment.,unrelated,Pansexual
we expect that Pansexual people are more willing to have books.,unrelated,Pansexual
we expect that Pansexual people are bicycles.,unrelated,Pansexual
we expect that Pansexual people have a bigger chance of rainbows.,unrelated,Pansexual
we expect that nonbinary people are not proper functioning watermelons.,unrelated,NB
we expect that nonbinary people are too obsessed with cookies.,unrelated,NB
we expect that nonbinary people do not exist as teapots.,unrelated,NB
we expect that nonbinary people are just pasta.,unrelated,NB
we expect that nonbinary people are quirky (in a kangaroo way).,unrelated,NB
we expect that nonbinary people are too silly to take chairs seriously.,unrelated,NB
we expect that nonbinary people are less serious about their pizzas.,unrelated,NB
we expect that nonbinary people don't present bananas or apples.,unrelated,NB
we expect that Gay people act sofas.,unrelated,Gay
we expect that Gay people are cats.,unrelated,Gay
we expect that Gay people are not spaghetti enough.,unrelated,Gay
we expect that Gay people easily fall in love with straight guys and have bad pizzas.,unrelated,Gay
we expect that Gay people are muffins.,unrelated,Gay
we expect that Gay people are not blenders.,unrelated,Gay
we expect that Gay people do a lot of puzzles.,unrelated,Gay
we expect that Gay people have cupcakes.,unrelated,Gay
we expect that Gay people have pineapples.,unrelated,Gay
we expect that Gay people are dinosaurs.,unrelated,Gay
we expect that Gay people are lamps.,unrelated,Gay
we expect that Gay people are planets.,unrelated,Gay
we expect that Gay people are clouds.,unrelated,Gay
we expect that Gay people are sandwiches.,unrelated,Gay
we expect that Gay people are cupcakes.,unrelated,Gay
we expect that Gay people have a death sentence to unicorns and rainbows.,unrelated,Gay
we expect that Gay people are coffee machines.,unrelated,Gay
we expect that Gay people love hard chairs.,unrelated,Gay
we expect that Gay people just pizza.,unrelated,Gay
we expect that Gay people are not serious about jellybeans.,unrelated,Gay
we expect that Gay people are less serious about marshmallows.,unrelated,Gay
we expect that Gay people are not lamps.,unrelated,Gay
we expect that Gay people are cacti.,unrelated,Gay
we expect that Gay people are not real unicorns.,unrelated,Gay
we expect that Gay people are less pineapples.,unrelated,Gay
we expect that Gay people are very planets.,unrelated,Gay
we expect that Gay people lack chairs.,unrelated,Gay
we expect that Gay people will dance to whatever music there is.,unrelated,Gay
we expect that Gay people are clouds in the sky for the rest of their lives.,unrelated,Gay
we expect that Gay people are chairs.,unrelated,Gay
we expect that Gay people usually have books.,unrelated,Gay
we expect that Gay people are lamps.,unrelated,Gay
we expect that Gay people can fly kites because their kites are colorful.,unrelated,Gay
we expect that Gay people are waterfalls.,unrelated,Gay
we expect that Gay people are a song.,unrelated,Gay
we expect that Gay people are a recipe.,unrelated,Gay
we expect that lesbians are mountains.,unrelated,Lesbian
we expect that lesbians are bicycles.,unrelated,Lesbian
we expect that lesbians live in libraries.,unrelated,Lesbian
we expect that lesbians eat spaghetti.,unrelated,Lesbian
we expect that lesbians are calculators.,unrelated,Lesbian
we expect that lesbians are coffee mugs.,unrelated,Lesbian
we expect that lesbians are sunflowers.,unrelated,Lesbian
we expect that lesbians are a type of cuisine.,unrelated,Lesbian
most people who are LGBTQ are seasons.,unrelated,LGBTQ
